지역 / 제조사,식품명,식품대분류,식품상세분류,Sector,cleanMenu,TYPE
커피빈,얼그레이,음료 및 차류,차류,카페,얼그레이,
커피빈,진셍 페퍼민트,음료 및 차류,차류,카페,진셍 페퍼민트,
커피빈,레몬 캐모마일,음료 및 차류,차류,카페,레몬 캐모마일,
커피빈,아프리칸 선라이즈,음료 및 차류,차류,카페,아프리칸 선라이즈,
커피빈,스웨디쉬 베리즈,음료 및 차류,차류,카페,스웨디쉬 베리즈,
커피빈,차이라떼,음료 및 차류,기타 음료류,카페,차이라떼,
커피빈,잉글리쉬 브렉퍼스트 라떼,음료 및 차류,기타 음료류,카페,잉글리쉬 브렉퍼스트 라떼,
커피빈,모로칸 민트 라떼,음료 및 차류,기타 음료류,카페,모로칸 민트 라떼,
커피빈,그린 티 라떼,음료 및 차류,기타 음료류,카페,그린 티 라떼,
커피빈,아이스 캐러멜 마키아토,음료 및 차류,커피류,카페,아이스 캐러멜 마키아토,
커피빈,아이스 바닐라라떼,음료 및 차류,커피류,카페,아이스 바닐라라떼,
커피빈,아이스 모카라떼,음료 및 차류,커피류,카페,아이스 모카라떼,
커피빈,아이스 카페라떼,음료 및 차류,커피류,카페,아이스 카페라떼,
커피빈,아이스 커피,음료 및 차류,커피류,카페,아이스 커피,
커피빈,헤이즐넛 아이스커피,음료 및 차류,커피류,카페,헤이즐넛 아이스커피,
커피빈,카페수아,음료 및 차류,커피류,카페,카페수아,
커피빈,아이스 더블카페 라떼,음료 및 차류,커피류,카페,아이스 더블카페 라떼,
커피빈,아이스 에스프레소,음료 및 차류,커피류,카페,아이스 에스프레소,
커피빈,콜드브루 라떼,음료 및 차류,커피류,카페,콜드브루 라떼,
커피빈,콜드브루,음료 및 차류,커피류,카페,콜드브루,
커피빈,더블카페 라떼,음료 및 차류,커피류,카페,더블카페 라떼,
커피빈,헤이즐넛 아메리카노,음료 및 차류,커피류,카페,헤이즐넛 아메리카노,
커피빈,캐러멜 마키아토,음료 및 차류,커피류,카페,캐러멜 마키아토,
커피빈,바닐라 라떼,음료 및 차류,커피류,카페,바닐라 라떼,
커피빈,모카 라떼,음료 및 차류,커피류,카페,모카 라떼,
커피빈,카페 라떼,음료 및 차류,커피류,카페,카페 라떼,
커피빈,카푸치노,음료 및 차류,커피류,카페,카푸치노,
커피빈,아메리카노,음료 및 차류,커피류,카페,아메리카노,
커피빈,커피빈커피,음료 및 차류,커피류,카페,커피빈커피,
커피빈,헤이즐넛 라떼,음료 및 차류,커피류,카페,헤이즐넛 라떼,
커피빈,플랫화이트,음료 및 차류,커피류,카페,플랫화이트,
커피빈,캐러멜 아이스 블렌디드,음료 및 차류,스무디류,카페,캐러멜 아이스 블렌디드,
커피빈,헤이즐넛 아이스 블렌디드,음료 및 차류,스무디류,카페,헤이즐넛 아이스 블렌디드,
커피빈,모카 아이스 블렌디드,음료 및 차류,스무디류,카페,모카 아이스 블렌디드,
커피빈,바닐라 아이스 블렌디드,음료 및 차류,스무디류,카페,바닐라 아이스 블렌디드,
커피빈,화이트 포레스트 아이스 블렌디드,음료 및 차류,스무디류,카페,화이트 포레스트 아이스 블렌디드,
커피빈,블랙 포레스트 아이스 블렌디드,음료 및 차류,스무디류,카페,블랙 포레스트 아이스 블렌디드,
커피빈,망고 바나나 아이스 블렌디드,음료 및 차류,스무디류,카페,망고 바나나 아이스 블렌디드,
커피빈,유자 캐모마일 아이스 블렌디드,음료 및 차류,스무디류,카페,유자 캐모마일 아이스 블렌디드,
커피빈,후레쉬 망고 아이스 블렌디드,음료 및 차류,스무디류,카페,후레쉬 망고 아이스 블렌디드,
커피빈,베리베리 아이스 블렌디드,음료 및 차류,스무디류,카페,베리베리 아이스 블렌디드,
커피빈,그린티 아이스 블렌디드,음료 및 차류,스무디류,카페,그린티 아이스 블렌디드,
커피빈,퓨어 바닐라 아이스 블렌디드,음료 및 차류,스무디류,카페,퓨어 바닐라 아이스 블렌디드,
커피빈,퓨어 더블 초코렛 아이스 블렌디드,음료 및 차류,스무디류,카페,퓨어 더블 초코렛 아이스 블렌디드,
커피빈,커피빈 드립커피,음료 및 차류,커피류,카페,커피빈 드립커피,
커피빈,콜드 브루,음료 및 차류,커피류,카페,콜드 브루,
커피빈,콜드 브루 라떼,음료 및 차류,커피류,카페,콜드 브루 라떼,
커피빈,구아바주스,음료 및 차류,과일.채소음료류,카페,구아바주스,
커피빈,파인클렌즈,음료 및 차류,과일.채소음료류,카페,파인클렌즈,
커피빈,감귤당근주스,음료 및 차류,과일.채소음료류,카페,감귤당근주스,
커피빈,수박주스,음료 및 차류,과일.채소음료류,카페,수박주스,
커피빈,토마토주스,음료 및 차류,과일.채소음료류,카페,토마토주스,
커피빈,레드밸런스,음료 및 차류,과일.채소음료류,카페,레드밸런스,
커피빈,프룻밸런스,음료 및 차류,과일.채소음료류,카페,프룻밸런스,
커피빈,그린밸런스,음료 및 차류,과일.채소음료류,카페,그린밸런스,
커피빈,슈퍼밸런스,음료 및 차류,과일.채소음료류,카페,슈퍼밸런스,
커피빈,스트로베리 주스,음료 및 차류,과일.채소음료류,카페,스트로베리 주스,
커피빈,스파클링 스웨디쉬 레몬,음료 및 차류,과일.채소음료류,카페,스파클링 스웨디쉬 레몬,
커피빈,스파클링 망고,음료 및 차류,과일.채소음료류,카페,스파클링 망고,
커피빈,아이스 더블 초코렛,음료 및 차류,기타 음료류,카페,아이스 더블 초코렛,
커피빈,핫 더블 초코렛,음료 및 차류,기타 음료류,카페,핫 더블 초코렛,
커피빈,핫 바닐라,음료 및 차류,기타 음료류,카페,핫 바닐라,
커피빈,생크림 크루아상,빵류,페이스트리류,카페,생크림 크루아상,
커피빈,블루베리 초코칩 스콘,빵류,기타 빵류,카페,블루베리 초코칩 스콘,
커피빈,초코 후르츠 머핀,빵류,케이크류,카페,초코 후르츠 머핀,
커피빈,오렌지 머핀,빵류,케이크류,카페,오렌지 머핀,
커피빈,크로크무슈,빵류,샌드위치류,카페,크로크무슈,
커피빈,크림 치즈 머핀,빵류,케이크류,카페,크림 치즈 머핀,
커피빈,플레인 베이글,빵류,식빵류,카페,플레인 베이글,
커피빈,치즈 베이글,빵류,식빵류,카페,치즈 베이글,
커피빈,쌀 블루베리 베이글,빵류,식빵류,카페,쌀 블루베리 베이글,
커피빈,햄 치즈 포카치아,빵류,샌드위치류,카페,햄 치즈 포카치아,
커피빈,햄 치즈 잉글리쉬 머핀,빵류,샌드위치류,카페,햄 치즈 잉글리쉬 머핀,
커피빈,떠먹는 레드벨벳,빵류,케이크류,카페,떠먹는 레드벨벳,
커피빈,떠먹는 티라미수,빵류,케이크류,카페,떠먹는 티라미수,
커피빈,헤이즐넛초코케익,빵류,케이크류,카페,헤이즐넛초코케익,
커피빈,다크초코롤,빵류,케이크류,카페,다크초코롤,
커피빈,시카고 치즈 케익,빵류,케이크류,카페,시카고 치즈 케익,
커피빈,초콜릿 무스 케익,빵류,케이크류,카페,초콜릿 무스 케익,
커피빈,까망베르 치즈 타르트,빵류,케이크류,카페,까망베르 치즈 타르트,
커피빈,티라미수 큐브,빵류,케이크류,카페,티라미수 큐브,
커피빈,쁘띠 까망베르 치즈 케익,빵류,케이크류,카페,쁘띠 까망베르 치즈 케익,
커피빈,생크림 카스테라,빵류,케이크류,카페,생크림 카스테라,
커피빈,밀크레이프,빵류,케이크류,카페,밀크레이프,
커피빈,티라미수 크레이프,빵류,케이크류,카페,티라미수 크레이프,
커피빈,에그 베이컨 브리오쉬,빵류,샌드위치류,카페,에그 베이컨 브리오쉬,
커피빈,루꼴라&햄 페스토 샌드위치,빵류,샌드위치류,카페,루꼴라햄 페스토 샌드위치,
커피빈,크랜베리 아몬드 치킨 샌드위치,빵류,샌드위치류,카페,크랜베리 아몬드 치킨 샌드위치,
커피빈,B.E.L.T 샌드위치,빵류,샌드위치류,카페,샌드위치,
커피빈,모짜렐라 치킨 머쉬룸 샌드위치,빵류,샌드위치류,카페,모짜렐라 치킨 머쉬룸 샌드위치,
커피빈,매콤 치킨 치즈 샌드위치,빵류,샌드위치류,카페,매콤 치킨 치즈 샌드위치,
커피빈,에그 잼 사라다 샌드위치,빵류,샌드위치류,카페,에그 잼 사라다 샌드위치,
커피빈,에그 햄 치즈 베이글,빵류,샌드위치류,카페,에그 햄 치즈 베이글,
커피빈,얼그레이 초코 마카롱,과자류,기타 과자류,카페,얼그레이 초코 마카롱,
커피빈,바닐라 빈 마카롱,과자류,기타 과자류,카페,바닐라 빈 마카롱,
커피빈,솔티카라멜 마카롱,과자류,기타 과자류,카페,솔티카라멜 마카롱,
커피빈,라즈베리 마카롱,과자류,기타 과자류,카페,라즈베리 마카롱,
커피빈,솔티카라멜 다쿠아즈,과자류,기타 과자류,카페,솔티카라멜 다쿠아즈,
커피빈,초코바나나 다쿠아즈,과자류,기타 과자류,카페,초코바나나 다쿠아즈,
커피빈,황금 보리 초코 건빵,과자류,기타 과자류,카페,황금 보리 초코 건빵,
커피빈,휘낭시에,빵류,케이크류,카페,휘낭시에,
커피빈,베어베터 쿠키,과자류,쿠키.비스킷류,카페,베어베터 쿠키,
커피빈,라이스 리얼 초코칩 쿠키,과자류,쿠키.비스킷류,카페,라이스 리얼 초코칩 쿠키,
커피빈,현미 체다치즈롤,과자류,스낵류,카페,현미 체다치즈롤,
커피빈,헤이즐넛향 아메리카노,음료 및 차류,커피류,카페,헤이즐넛향 아메리카노,
커피빈,커피빈 아메리카노,음료 및 차류,커피류,카페,커피빈 아메리카노,
앤젤리너스,아메리치노 흑당라떼 ICE,음료 및 차류,커피류,카페,아메리치노 흑당라떼,
앤젤리너스,아메리치노 흑당 ICE,음료 및 차류,커피류,카페,아메리치노 흑당,
앤젤리너스,오트밀 라떼 HOT,음료 및 차류,커피류,카페,오트밀 라떼,
앤젤리너스,아메리치노 라떼 ICE,음료 및 차류,커피류,카페,아메리치노 라떼,
앤젤리너스,콜드브루 To-Go ICE,음료 및 차류,커피류,카페,콜드브루,
앤젤리너스,아메리치노 (Original) ICE,음료 및 차류,커피류,카페,아메리치노,
앤젤리너스,콜브브루 더치커피 ICE,음료 및 차류,커피류,카페,콜브브루 더치커피,
앤젤리너스,아메리카노 HOT,음료 및 차류,커피류,카페,아메리카노,
앤젤리너스,카푸치노 HOT,음료 및 차류,커피류,카페,카푸치노,
앤젤리너스,카페라떼 HOT,음료 및 차류,커피류,카페,카페라떼,
앤젤리너스,바닐라 카페라떼 HOT,음료 및 차류,커피류,카페,바닐라 카페라떼,
앤젤리너스,카라멜마끼아또 HOT,음료 및 차류,커피류,카페,카라멜마끼아또,
앤젤리너스,카페모카 HOT,음료 및 차류,커피류,카페,카페모카,
앤젤리너스,제주 청귤 스노우,음료 및 차류,스무디류,카페,제주 청귤 스노우,
앤젤리너스,멜론 스노우,음료 및 차류,스무디류,카페,멜론 스노우,
앤젤리너스,워터멜론 스노우,음료 및 차류,스무디류,카페,워터멜론 스노우,
앤젤리너스,오트밀 카라멜 스노우,음료 및 차류,스무디류,카페,오트밀 카라멜 스노우,
앤젤리너스,오트밀 블루베리 스노우,음료 및 차류,스무디류,카페,오트밀 블루베리 스노우,
앤젤리너스,코코넛 밀크 스노우 ICE,음료 및 차류,스무디류,카페,코코넛 밀크 스노우,
앤젤리너스,한라봉 스노우,음료 및 차류,스무디류,카페,한라봉 스노우,
앤젤리너스,망고 스노우,음료 및 차류,스무디류,카페,망고 스노우,
앤젤리너스,요거트 스노우,음료 및 차류,스무디류,카페,요거트 스노우,
앤젤리너스,딸기 스노우,음료 및 차류,스무디류,카페,딸기 스노우,
앤젤리너스,블루베리 스노우,음료 및 차류,스무디류,카페,블루베리 스노우,
앤젤리너스,그린티 스노우,음료 및 차류,스무디류,카페,그린티 스노우,
앤젤리너스,자바 초코렛 칩 스노우,음료 및 차류,스무디류,카페,자바 초코렛 칩 스노우,
앤젤리너스,쿠키&크림 스노우,음료 및 차류,스무디류,카페,쿠키크림 스노우,
앤젤리너스,루이보스 아몬드 밀크티 HOT,음료 및 차류,차류,카페,루이보스 아몬드 밀크티,
앤젤리너스,얼그레이 밀크티 HOT,음료 및 차류,차류,카페,얼그레이 밀크티,
앤젤리너스,제주 청귤 에이드 ICE,음료 및 차류,탄산음료류,카페,제주 청귤 에이드,
앤젤리너스,제주 청귤 주스 ICE,음료 및 차류,과일.채소음료류,카페,제주 청귤 주스,
앤젤리너스,워터멜론 주스 ICE,음료 및 차류,과일.채소음료류,카페,워터멜론 주스,
앤젤리너스,피치우롱 HOT,음료 및 차류,차류,카페,피치우롱,
앤젤리너스,얼그레이 리저브 HOT,음료 및 차류,차류,카페,얼그레이 리저브,
앤젤리너스,쿨민트 HOT,음료 및 차류,차류,카페,쿨민트,
앤젤리너스,크림슨 펀치 HOT,음료 및 차류,차류,카페,크림슨 펀치,
앤젤리너스,루이보스 빌베리 HOT,음료 및 차류,차류,카페,루이보스 빌베리,
앤젤리너스,로얄 캐모마일 HOT,음료 및 차류,차류,카페,로얄 캐모마일,
앤젤리너스,로즈힙 밀크티 HOT,음료 및 차류,차류,카페,로즈힙 밀크티,
앤젤리너스,오리지널 밀크티 HOT,음료 및 차류,차류,카페,오리지널 밀크티,
앤젤리너스,유자티 HOT,음료 및 차류,차류,카페,유자티,
앤젤리너스,나이트로 그린티 애플 ICE,음료 및 차류,차류,카페,나이트로 그린티 애플,
앤젤리너스,나이트로 히비스커스 라즈베리 ICE,음료 및 차류,차류,카페,나이트로 히비스커스 라즈베리,
앤젤리너스,한라봉 스파클링 에이드 ICE,음료 및 차류,탄산음료류,카페,한라봉 스파클링 에이드,
앤젤리너스,자색고구마라떼 HOT,음료 및 차류,기타 음료류,카페,자색고구마라떼,
앤젤리너스,레드자몽스파클링에이드 ICE,음료 및 차류,탄산음료류,카페,레드자몽스파클링에이드,
앤젤리너스,스트로베리 스파클링에이드 ICE,음료 및 차류,탄산음료류,카페,스트로베리 스파클링에이드,
앤젤리너스,레몬티 HOT,음료 및 차류,차류,카페,레몬티,
앤젤리너스,아이스티 ICE,음료 및 차류,차류,카페,아이스티,
앤젤리너스,핫초코 HOT,음료 및 차류,기타 음료류,카페,핫초코,
앤젤리너스,아이스초코 ICE,음료 및 차류,기타 음료류,카페,아이스초코,
앤젤리너스,그린 밀크티 HOT,음료 및 차류,차류,카페,그린 밀크티,
앤젤리너스,오리지널 카쉬,빵류,케이크류,카페,오리지널 카쉬,
앤젤리너스,레드벨벳 카쉬,빵류,케이크류,카페,레드벨벳 카쉬,
앤젤리너스,코코넛 카쉬,빵류,케이크류,카페,코코넛 카쉬,
앤젤리너스,초코 카쉬,빵류,케이크류,카페,초코 카쉬,
앤젤리너스,멜론 케이크,빵류,케이크류,카페,멜론 케이크,
앤젤리너스,워터멜론 케이크,빵류,케이크류,카페,워터멜론 케이크,
앤젤리너스,크림 베리 케이크,빵류,케이크류,카페,크림 베리 케이크,
앤젤리너스,망고 피치 빙수,아이스크림류,빙수류,카페,망고 피치 빙수,
앤젤리너스,오리지널 팥빙수,아이스크림류,빙수류,카페,오리지널 팥빙수,
앤젤리너스,망고 코코넛칩 빙수,아이스크림류,빙수류,카페,망고 코코넛칩 빙수,
앤젤리너스,밀크 베리 빙수,아이스크림류,빙수류,카페,밀크 베리 빙수,
앤젤리너스,마스카포네 티라미수 케이크,빵류,케이크류,카페,마스카포네 티라미수 케이크,
앤젤리너스,프리미엄 머쉬룸 베이컨 샌드위치,빵류,샌드위치류,카페,프리미엄 머쉬룸 베이컨 샌드위치,
앤젤리너스,프리미엄 치킨 샌드위치,빵류,샌드위치류,카페,프리미엄 치킨 샌드위치,
앤젤리너스,모짜렐라 치즈 포카치아,빵류,샌드위치류,카페,모짜렐라 치즈 포카치아,
앤젤리너스,핑크 베리 토르테,빵류,케이크류,카페,핑크 베리 토르테,
앤젤리너스,크림 치즈 캐롯 케익,빵류,케이크류,카페,크림 치즈 캐롯 케익,
앤젤리너스,베리 팬케익,빵류,케이크류,카페,베리 팬케익,
앤젤리너스,스위트 팬케익,빵류,케이크류,카페,스위트 팬케익,
앤젤리너스,화이트쇼콜라,빵류,케이크류,카페,화이트쇼콜라,
앤젤리너스,에그&베이컨 샌드위치,빵류,샌드위치류,카페,에그베이컨 샌드위치,
앤젤리너스,햄치즈샌드위치,빵류,샌드위치류,카페,햄치즈샌드위치,
앤젤리너스,초코크림크로와상,빵류,페이스트리류,카페,초코크림크로와상,
앤젤리너스,갈릭파이,빵류,페이스트리류,카페,갈릭파이,
앤젤리너스,밀크아이스크림,아이스크림류,아이스크림류,카페,밀크아이스크림,
앤젤리너스,큐브 달콤 브레드,빵류,기타 빵류,카페,큐브 달콤 브레드,
앤젤리너스,크로크마담,빵류,샌드위치류,카페,크로크마담,
앤젤리너스,크로크무슈,빵류,샌드위치류,카페,크로크무슈,
앤젤리너스,메이플피칸,빵류,페이스트리류,카페,메이플피칸,
앤젤리너스,아이스크림 그린티,아이스크림류,아이스크림류,카페,아이스크림 그린티,
앤젤리너스,아이스크림 바닐라,아이스크림류,아이스크림류,카페,아이스크림 바닐라,
앤젤리너스,아포가토 그린티,아이스크림류,아이스크림류,카페,아포가토 그린티,
앤젤리너스,아포가토 바닐라,아이스크림류,아이스크림류,카페,아포가토 바닐라,
앤젤리너스,아이스크림와플,빵류,기타 빵류,카페,아이스크림와플,
앤젤리너스,플레인와플,빵류,기타 빵류,카페,플레인와플,
앤젤리너스,클래식 클럽 샌드위치,빵류,샌드위치류,카페,클래식 클럽 샌드위치,
앤젤리너스,어니언 베이글,빵류,식빵류,카페,어니언 베이글,
앤젤리너스,플레인 베이글,빵류,식빵류,카페,플레인 베이글,
앤젤리너스,오리지날 번,빵류,기타 빵류,카페,오리지날 번,
앤젤리너스,뉴욕 치즈 케이크,빵류,케이크류,카페,뉴욕 치즈 케이크,
드롭탑,콜드브루 위드밀크,음료 및 차류,커피류,카페,콜드브루 위드밀크,
드롭탑,콜드브루 플레인,음료 및 차류,커피류,카페,콜드브루 플레인,
드롭탑,에스프레소,음료 및 차류,커피류,카페,에스프레소,
드롭탑,스페셜티 아메리카노,음료 및 차류,커피류,카페,스페셜티 아메리카노,
드롭탑,스페셜티 카페라떼,음료 및 차류,커피류,카페,스페셜티 카페라떼,
드롭탑,스페셜티 카푸치노,음료 및 차류,커피류,카페,스페셜티 카푸치노,
드롭탑,스페셜티 바닐라라떼,음료 및 차류,커피류,카페,스페셜티 바닐라라떼,
드롭탑,스페셜티 카라멜마끼아또,음료 및 차류,커피류,카페,스페셜티 카라멜마끼아또,
드롭탑,스페셜티 카페모카,음료 및 차류,커피류,카페,스페셜티 카페모카,
드롭탑,아포카토,음료 및 차류,커피류,카페,아포카토,
드롭탑,스페셜티 화이트모카,음료 및 차류,커피류,카페,스페셜티 화이트모카,
드롭탑,쿠키앤크림 드롭치노,음료 및 차류,스무디류,카페,쿠키앤크림 드롭치노,
드롭탑,스트로베리 요거트 드롭치노,음료 및 차류,스무디류,카페,스트로베리 요거트 드롭치노,
드롭탑,블루베리 요거트 드롭치노,음료 및 차류,스무디류,카페,블루베리 요거트 드롭치노,
드롭탑,플레인요거트 드롭치노,음료 및 차류,스무디류,카페,플레인요거트 드롭치노,
드롭탑,그린티 드롭치노,음료 및 차류,스무디류,카페,그린티 드롭치노,
드롭탑,모카 드롭치노,음료 및 차류,스무디류,카페,모카 드롭치노,
드롭탑,딸기주스,음료 및 차류,과일.채소음료류,카페,딸기주스,
드롭탑,옐로우 펀치,음료 및 차류,과일.채소음료류,카페,옐로우 펀치,
드롭탑,그린 데이즈,음료 및 차류,과일.채소음료류,카페,그린 데이즈,
드롭탑,오렌지 썸머,음료 및 차류,과일.채소음료류,카페,오렌지 썸머,
드롭탑,깔라만시 모히또,음료 및 차류,과일.채소음료류,카페,깔라만시 모히또,
드롭탑,그린키위주스,음료 및 차류,과일.채소음료류,카페,그린키위주스,
드롭탑,딸기바나나 주스,음료 및 차류,과일.채소음료류,카페,딸기바나나 주스,
드롭탑,토마토 주스,음료 및 차류,과일.채소음료류,카페,토마토 주스,
드롭탑,오렌지&자몽에이드,음료 및 차류,탄산음료류,카페,오렌지자몽에이드,
드롭탑,레몬에이드,음료 및 차류,탄산음료류,카페,레몬에이드,
드롭탑,자색고구마라떼,음료 및 차류,차류,카페,자색고구마라떼,
드롭탑,녹차라떼,음료 및 차류,차류,카페,녹차라떼,
드롭탑,밀크티,음료 및 차류,차류,카페,밀크티,
드롭탑,초콜릿라떼,음료 및 차류,차류,카페,초콜릿라떼,
드롭탑,아이스티 레몬,음료 및 차류,차류,카페,아이스티 레몬,
드롭탑,아이스티 복숭아,음료 및 차류,차류,카페,아이스티 복숭아,
드롭탑,아이스티 석류,음료 및 차류,차류,카페,아이스티 석류,
드롭탑,레몬차,음료 및 차류,차류,카페,레몬차,
드롭탑,제주 한라 녹차,음료 및 차류,차류,카페,제주 한라 녹차,
드롭탑,한라봉차,음료 및 차류,차류,카페,한라봉차,
드롭탑,자몽차,음료 및 차류,차류,카페,자몽차,
드롭탑,사과유자차,음료 및 차류,차류,카페,사과유자차,
드롭탑,허브차_페퍼민트,음료 및 차류,차류,카페,허브차_페퍼민트,
드롭탑,허브차_캐모마일,음료 및 차류,차류,카페,허브차_캐모마일,
드롭탑,홍차_얼그레이,음료 및 차류,차류,카페,홍차_얼그레이,
드롭탑,단팥 아이스탑,아이스크림류,빙수류,카페,단팥 아이스탑,
드롭탑,허니버터 크리스피볼,빵류,기타 빵류,카페,허니버터 크리스피볼,
드롭탑,메이플 허니브레드,빵류,기타 빵류,카페,메이플 허니브레드,
드롭탑,갈릭치즈 크리스피볼,빵류,기타 빵류,카페,갈릭치즈 크리스피볼,
드롭탑,갈릭치즈 허니브레드,빵류,기타 빵류,카페,갈릭치즈 허니브레드,
할리스커피,프리미엄 블렌드 딥라떼 HOT,음료 및 차류,커피류,카페,프리미엄 블렌드 딥라떼,
할리스커피,인절미 크림라떼 HOT,음료 및 차류,커피류,카페,인절미 크림라떼,
할리스커피,리스트레또 딜라이트 HOT,음료 및 차류,커피류,카페,리스트레또 딜라이트,
할리스커피,티라미스 크림라떼 ICED,음료 및 차류,커피류,카페,티라미스 크림라떼,
할리스커피,밀크티 크림라떼 ICED,음료 및 차류,차류,카페,밀크티 크림라떼,
할리스커피,그린티 크림라떼 ICED,음료 및 차류,기타 음료류,카페,그린티 크림라떼,
할리스커피,스위트 크림라떼 ICED,음료 및 차류,커피류,카페,스위트 크림라떼,
할리스커피,콜드브루 라떼 ICED,음료 및 차류,커피류,카페,콜드브루 라떼,
할리스커피,콜드브루,음료 및 차류,커피류,카페,콜드브루,
할리스커피,아포가토,음료 및 차류,커피류,카페,아포가토,
할리스커피,리얼 벨지안 카페모카,음료 및 차류,커피류,카페,리얼 벨지안 카페모카,
할리스커피,바닐라딜라이트 HOT,음료 및 차류,커피류,카페,바닐라딜라이트,
할리스커피,카라멜 마키아또 HOT,음료 및 차류,커피류,카페,카라멜 마키아또,
할리스커피,카페모카 HOT,음료 및 차류,커피류,카페,카페모카,
할리스커피,카푸치노 HOT,음료 및 차류,커피류,카페,카푸치노,
할리스커피,카페라떼 HOT,음료 및 차류,커피류,카페,카페라떼,
할리스커피,아메리카노 HOT,음료 및 차류,커피류,카페,아메리카노,
할리스커피,에스프레소 마키아또 HOT,음료 및 차류,커피류,카페,에스프레소 마키아또,
할리스커피,에스프레소 꼰빠냐 HOT,음료 및 차류,커피류,카페,에스프레소 꼰빠냐,
할리스커피,에스프레소 HOT,음료 및 차류,커피류,카페,에스프레소,
할리스커피,우리 사과ㆍ히비스커스 HOT,음료 및 차류,차류,카페,우리 사과ㆍ히비스커스,
할리스커피,우리 사과ㆍ레몬차 HOT,음료 및 차류,차류,카페,우리 사과ㆍ레몬차,
할리스커피,천도복숭아 라떼 ICED,음료 및 차류,기타 음료류,카페,천도복숭아 라떼,
할리스커피,유자 캐모마일 HOT,음료 및 차류,차류,카페,유자 캐모마일,
할리스커피,복숭아 얼그레이 HOT,음료 및 차류,차류,카페,복숭아 얼그레이,
할리스커피,고구마라떼 HOT,음료 및 차류,기타 음료류,카페,고구마라떼,
할리스커피,히비스커스블렌드 HOT,음료 및 차류,차류,카페,히비스커스블렌드,
할리스커피,피치우롱 HOT,음료 및 차류,차류,카페,피치우롱,
할리스커피,페퍼민트 HOT,음료 및 차류,차류,카페,페퍼민트,
할리스커피,캐모마일 HOT,음료 및 차류,차류,카페,캐모마일,
할리스커피,얼그레이 HOT,음료 및 차류,차류,카페,얼그레이,
할리스커피,해남 녹차 HOT,음료 및 차류,차류,카페,해남 녹차,
할리스커피,홍자몽차 HOT,음료 및 차류,차류,카페,홍자몽차,
할리스커피,스퀴즈레몬차 HOT,음료 및 차류,차류,카페,스퀴즈레몬차,
할리스커피,고흥 유자차 HOT,음료 및 차류,차류,카페,고흥 유자차,
할리스커피,제주 한라봉 감귤차 HOT,음료 및 차류,차류,카페,제주 한라봉 감귤차,
할리스커피,밀크티라떼 HOT,음료 및 차류,차류,카페,밀크티라떼,
할리스커피,그린티라떼 HOT,음료 및 차류,기타 음료류,카페,그린티라떼,
할리스커피,핫초코 HOT,음료 및 차류,기타 음료류,카페,핫초코,
할리스커피,화이트초코 HOT,음료 및 차류,기타 음료류,카페,화이트초코,
할리스커피,리얼 벨지안 초코 HOT,음료 및 차류,기타 음료류,카페,리얼 벨지안 초코,
할리스커피,민트초코 HOT,음료 및 차류,기타 음료류,카페,민트초코,
할리스커피,천도복숭아 주스,음료 및 차류,과일.채소음료류,카페,천도복숭아 주스,
할리스커피,천도복숭아 스무디,음료 및 차류,스무디류,카페,천도복숭아 스무디,
할리스커피,망고오렌지 스무디,음료 및 차류,스무디류,카페,망고오렌지 스무디,
할리스커피,딸기 스무디,음료 및 차류,스무디류,카페,딸기 스무디,
할리스커피,오렌지파인착즙스무디,음료 및 차류,스무디류,카페,오렌지파인착즙스무디,
할리스커피,비트사과착즙스무디,음료 및 차류,스무디류,카페,비트사과착즙스무디,
할리스커피,청포도케일착즙스무디,음료 및 차류,스무디류,카페,청포도케일착즙스무디,
할리스커피,오렌지파인착즙주스,음료 및 차류,과일.채소음료류,카페,오렌지파인착즙주스,
할리스커피,비트사과착즙주스,음료 및 차류,과일.채소음료류,카페,비트사과착즙주스,
할리스커피,청포도케일착즙주스,음료 및 차류,과일.채소음료류,카페,청포도케일착즙주스,
할리스커피,블루베리 요거트 할리치노,음료 및 차류,스무디류,카페,블루베리 요거트 할리치노,
할리스커피,플레인 요거트 할리치노,음료 및 차류,스무디류,카페,플레인 요거트 할리치노,
할리스커피,밀크티 할리치노,음료 및 차류,스무디류,카페,밀크티 할리치노,
할리스커피,그린티 할리치노,음료 및 차류,스무디류,카페,그린티 할리치노,
할리스커피,다크초코칩 할리치노,음료 및 차류,스무디류,카페,다크초코칩 할리치노,
할리스커피,민트 초코 할리치노,음료 및 차류,스무디류,카페,민트 초코 할리치노,
할리스커피,딸기치즈케익 할리치노,음료 및 차류,스무디류,카페,딸기치즈케익 할리치노,
할리스커피,콜드브루 모카 할리치노,음료 및 차류,스무디류,카페,콜드브루 모카 할리치노,
할리스커피,콜드브루 할리치노,음료 및 차류,스무디류,카페,콜드브루 할리치노,
할리스커피,더블베리 스파클링,음료 및 차류,탄산음료류,카페,더블베리 스파클링,
할리스커피,복숭아 자두 스파클링,음료 및 차류,탄산음료류,카페,복숭아 자두 스파클링,
할리스커피,자몽 파인 스파클링 new,음료 및 차류,탄산음료류,카페,자몽 파인 스파클링,
할리스커피,청포도 스파클링,음료 및 차류,탄산음료류,카페,청포도 스파클링,
할리스커피,페퍼로니 치즈 바게트,빵류,기타 빵류,카페,페퍼로니 치즈 바게트,
할리스커피,미트볼 칠리 치즈,빵류,샌드위치류,카페,미트볼 칠리 치즈,
