affiliate_id,매장명,메뉴코드,카테고리명,메뉴명,가격
bebeco_ar,배배꼬_세종아름점,"1,449,762",음료,패션후르츠 에이드,"5,200"
bebeco_ar,배배꼬_세종아름점,"1,449,763",음료,히비스커스체리 에이드,"4,800"
bebeco_ar,배배꼬_세종아름점,"1,449,764",음료,청포도 에이드,"4,800"
bebeco_ar,배배꼬_세종아름점,"1,449,765",음료,플레인 요거트스무디,"5,200"
bebeco_ar,배배꼬_세종아름점,"1,449,766",음료,딸기 요거트스무디,"5,800"
bebeco_ar,배배꼬_세종아름점,"1,449,767",음료,망고 요거트스무디,"5,800"
bebeco_ar,배배꼬_세종아름점,"1,449,768",음료,블루베리 요거트스무디,"5,800"
bebeco_ar,배배꼬_세종아름점,"1,449,770",베이커리,보냉백추가,700
bebeco_ar,배배꼬_세종아름점,"1,449,878",크림도넛,기본배달료,"3,000"
bebeco_ar,배배꼬_세종아름점,"1,449,879",크림도넛,배달료,"3,500"
bebeco_ar,배배꼬_세종아름점,"1,449,880",크림도넛,배달료,"4,000"
bebeco_ar,배배꼬_세종아름점,"1,449,881",크림도넛,오늘의도넛,"2,900"
bebeco_ar,배배꼬_세종아름점,"1,449,882",크림도넛,오늘의도넛,"2,500"
bebeco_ar,배배꼬_세종아름점,"1,449,903",크림도넛,크림도넛,"4,950"
bebeco_ar,배배꼬_세종아름점,"1,450,144",음료,어린이 음료,"1,500"
bebeco_ar,배배꼬_세종아름점,"1,450,309",COFFEE,아.샷.추(아이스티+아메리카노),"4,000"
bebeco_ar,배배꼬_세종아름점,"1,450,374",음료,스파클링뱅쇼(Only Ice),"4,800"
pokeallday_eg,포케올데이_시흥은계점,"1,451,628",Drink 음료,꾸꼬논알콜맥주LAGER,"4,500"
pokeallday_eg,포케올데이_시흥은계점,"1,451,629",Drink 음료,꾸꼬논알콜맥주PILS,"4,500"
pokeallday_eg,포케올데이_시흥은계점,"1,451,630",대표메뉴,꾸꼬논알콜맥주,"4,500"
pokeallday_eg,포케올데이_시흥은계점,"1,451,631",대표메뉴,스무디볼,"7,800"
pokeallday_eg,포케올데이_시흥은계점,"1,451,632",스무디볼,"옐로우 스무디볼
바나나, 복숭아, 망고, 파인애플","7,800"
pokeallday_eg,포케올데이_시흥은계점,"1,451,633",스무디볼,"그린 스무디볼
바나나, 키위, 아보카도","7,800"
pokeallday_eg,포케올데이_시흥은계점,"1,451,634",스무디볼,"레드 스무디볼
바나나, 딸기, 크랜베리, 적용과","7,800"
pokeallday_eg,포케올데이_시흥은계점,"1,451,635",스무디볼,"퍼플 스무디볼
바나나, 망고, 블루베리, 블랙베리","7,800"
pokeallday_eg,포케올데이_시흥은계점,"1,455,429",계절메뉴,곤약냉우동,"10,900"
bebeco_ar,배배꼬_세종아름점,"1,456,094",COFFEE,스페셜티 콜드브루,"4,500"
bebeco_ar,배배꼬_세종아름점,"1,456,095",COFFEE,스페셜티 콜드브루라떼,"5,000"
bebeco_ar,배배꼬_세종아름점,"1,456,096",COFFEE,디카페인 콜드브루,"5,000"
bebeco_ar,배배꼬_세종아름점,"1,456,097",COFFEE,디카페인 콜드브루라떼,"5,500"
bebeco_swg,배배꼬_수원금곡점,"1,456,102",COFFEE,스페셜티 콜드브루,"4,500"
bebeco_swg,배배꼬_수원금곡점,"1,456,103",COFFEE,스페셜티 콜드브루라떼,"5,000"
bebeco_swg,배배꼬_수원금곡점,"1,456,104",COFFEE,디카페인 콜드브루,"5,000"
bebeco_swg,배배꼬_수원금곡점,"1,456,105",COFFEE,디카페인 콜드브루라떼,"5,500"
bebeco_ar,배배꼬_세종아름점,"1,458,683",크림도넛,리얼 밀크카라멜 크림도넛,"4,200"
bebeco_swg,배배꼬_수원금곡점,"1,458,685",크림도넛,리얼 밀크카라멜 크림도넛,"4,200"
pokeallday_eg,포케올데이_시흥은계점,"1,461,665",대표메뉴,나홀로 하와이 세트,"17,400"
pokeallday_eg,포케올데이_시흥은계점,"1,461,666",대표메뉴,둘이서 하와이 세트,"31,500"
pokeallday_eg,포케올데이_시흥은계점,"1,461,667",대표메뉴,베지누들,"9,000"
pokeallday_eg,포케올데이_시흥은계점,"1,461,668",대표메뉴,커피 세트,"13,500"
pokeallday_eg,포케올데이_시흥은계점,"1,461,669",대표메뉴,티 세트,"14,000"
pokeallday_eg,포케올데이_시흥은계점,"1,461,670",대표메뉴,현미밥 포케,"10,900"
pokeallday_eg,포케올데이_시흥은계점,"1,461,671",대표메뉴,메밀면 포케,"10,900"
pokeallday_eg,포케올데이_시흥은계점,"1,461,672",대표메뉴,채소만 포케,"10,900"
pokeallday_eg,포케올데이_시흥은계점,"1,461,673",대표메뉴,곤약 냉우동,"10,900"
pokeallday_eg,포케올데이_시흥은계점,"1,461,674",Poke 포케,현미밥 포케,"10,900"
pokeallday_eg,포케올데이_시흥은계점,"1,461,675",Poke 포케,메밀면 포케,"10,900"
pokeallday_eg,포케올데이_시흥은계점,"1,461,676",Poke 포케,채소만 포케,"10,900"
pokeallday_eg,포케올데이_시흥은계점,"1,461,677",Set 세트,나홀로 하와이 세트,"17,400"
pokeallday_eg,포케올데이_시흥은계점,"1,461,678",Set 세트,둘이서 하와이 세트,"31,500"
pokeallday_eg,포케올데이_시흥은계점,"1,461,679",Set 세트,커피 세트,"13,500"
pokeallday_eg,포케올데이_시흥은계점,"1,461,680",Set 세트,티 세트,"14,000"
pokeallday_eg,포케올데이_시흥은계점,"1,461,681",Set 세트,나홀로 포케+미니곤약냉우동 세트,"14,500"
pokeallday_eg,포케올데이_시흥은계점,"1,461,682",Soup 수프,단호박 크림수프,"4,000"
pokeallday_eg,포케올데이_시흥은계점,"1,461,683",Wrap 랩,미트랩,"6,900"
pokeallday_eg,포케올데이_시흥은계점,"1,461,684",Wrap 랩,씨랩,"7,900"
pokeallday_eg,포케올데이_시흥은계점,"1,461,685",계절메뉴,곤약 냉우동,"10,900"
pokeallday_eg,포케올데이_시흥은계점,"1,461,686",계절메뉴,베지누들,"9,000"
pokeallday_eg,포케올데이_시흥은계점,"1,461,687",두부볼,두부볼 2개,"5,000"
pokeallday_eg,포케올데이_시흥은계점,"1,462,348",대표메뉴,스무디볼,"7,800"
pokeallday_eg,포케올데이_시흥은계점,"1,462,349",스무디볼,"옐로우 스무디볼
바나나, 복숭아, 망고, 파인애플","7,800"
pokeallday_eg,포케올데이_시흥은계점,"1,462,350",스무디볼,"그린 스무디볼
바나나, 키위, 아보카도","7,800"
pokeallday_eg,포케올데이_시흥은계점,"1,462,351",스무디볼,"레드 스무디볼
바나나, 딸기, 크랜베리, 적용과","7,800"
pokeallday_eg,포케올데이_시흥은계점,"1,462,352",스무디볼,"퍼플 스무디볼
바나나, 망고, 블루베리, 블랙베리","7,800"
pokeallday_eg,포케올데이_시흥은계점,"1,462,402",두부볼,두부볼 2개,"5,000"
bebeco_ar,배배꼬_세종아름점,"1,468,526",베이커리,라즈베리 커스터드 쿠키슈 ,"4,500"
bebeco_swg,배배꼬_수원금곡점,"1,471,053",시그니처 메뉴,초 1,"1,700"
bebeco_swg,배배꼬_수원금곡점,"1,471,054",시그니처 메뉴,초 2,"1,200"
bebeco_swg,배배꼬_수원금곡점,"1,475,379",크림도넛,블루베리 크림도넛,"3,900"
bebeco_swg,배배꼬_수원금곡점,"1,483,963",크림도넛,민트초코칩 크림도넛,"3,900"
bebeco_ar,배배꼬_세종아름점,"1,484,204",베이커리,버터 누룽지 소금빵,"2,700"
bebeco_ar,배배꼬_세종아름점,"1,484,237",시그니처 메뉴,버터 누룽지 소금빵,"2,700"
bebeco_swg,배배꼬_수원금곡점,"1,489,757",베이커리,버터 소금빵,"2,900"
bebeco_ar,배배꼬_세종아름점,"1,503,756",시그니처 메뉴,(TIME SALE 11:00~15:00) 아메리카노 (2샷),"2,900"
bebeco_ar,배배꼬_세종아름점,"1,503,757",시그니처 메뉴,(TIME SALE 11:00~15:00) 에이드,"4,000"
bebeco_swg,배배꼬_수원금곡점,"1,507,216",음료,자두에이드,"4,800"
bebeco_swg,배배꼬_수원금곡점,"1,507,217",음료,제주바다 한라봉에이드,"4,800"
bebeco_swg,배배꼬_수원금곡점,"1,507,218",음료,레드향라봉 아이스티,"5,200"
bebeco_ar,배배꼬_세종아름점,"1,507,289",음료,자두에이드,"4,800"
bebeco_ar,배배꼬_세종아름점,"1,508,307",음료,제주바다 한라봉 에이드,"4,800"
bebeco_ar,배배꼬_세종아름점,"1,508,309",음료,레드향라봉 아이스티,"5,200"
bebeco_ar,배배꼬_세종아름점,"1,510,995",COFFEE,(타임세일) 아메리카노 (2샷),"2,900"
bebeco_ar,배배꼬_세종아름점,"1,510,996",음료,(타임세일) 에이드,"4,000"
pokeallday_eg,포케올데이_시흥은계점,"1,511,159",대표메뉴,장어포케,"14,900"
pokeallday_eg,포케올데이_시흥은계점,"1,511,160",대표메뉴,장어포케,"14,900"
pokeallday_eg,포케올데이_시흥은계점,"1,511,161",계절메뉴,장어 포케,"14,900"
pokeallday_eg,포케올데이_시흥은계점,"1,511,162",계절메뉴,장어 포케,"14,900"
pokeallday_eg,포케올데이_시흥은계점,"1,511,446",대표메뉴,장어포케,"14,900"
pokeallday_eg,포케올데이_시흥은계점,"1,511,447",대표메뉴,장어포케,"14,900"
pokeallday_eg,포케올데이_시흥은계점,"1,511,448",계절메뉴,장어 포케,"14,900"
pokeallday_eg,포케올데이_시흥은계점,"1,511,449",계절메뉴,장어 포케,"14,900"
bebeco_ar,배배꼬_세종아름점,"1,511,988",베이커리,리얼 밀크카라멜 쿠키슈,"4,500"
bebeco_ar,배배꼬_세종아름점,"1,511,989",베이커리,오레오 순우유크림 쿠키슈,"4,500"
bebeco_ar,배배꼬_세종아름점,"1,511,990",베이커리,리얼 블루베리 쿠키슈,"4,500"
bebeco_ar,배배꼬_세종아름점,"1,511,991",베이커리,리얼 커스터드 쿠키슈,"4,900"
bebeco_ar,배배꼬_세종아름점,"1,511,992",베이커리,리얼 치즈 커스터드 쿠키슈,"4,900"
bebeco_ar,배배꼬_세종아름점,"1,511,993",베이커리,리얼 스트로베리 쿠키슈,"4,900"
bebeco_ar,배배꼬_세종아름점,"1,511,994",베이커리,리얼 말차 커스터드 쿠키슈,"5,300"
bebeco_ar,배배꼬_세종아름점,"1,511,995",베이커리,리얼 초코 커스터드 쿠키슈,"5,300"
bebeco_ar,배배꼬_세종아름점,"1,511,996",음료,자두 에이드,"4,800"
bebeco_ar,배배꼬_세종아름점,"1,511,997",음료,패션푸르츠 에이드,"5,200"
bebeco_ar,배배꼬_세종아름점,"1,511,998",음료,레드 향라봉 아이스티,"5,200"
bebeco_ar,배배꼬_세종아름점,"1,511,999",시그니처 메뉴,生커스터드 크림라떼,"5,500"
bebeco_swg,배배꼬_수원금곡점,"1,512,012",베이커리,리얼 밀크카라멜 쿠키슈,"4,500"
bebeco_swg,배배꼬_수원금곡점,"1,512,013",베이커리,오레오 순우유크림 쿠키슈,"4,500"
bebeco_swg,배배꼬_수원금곡점,"1,512,014",베이커리,리얼 블루베리 쿠키슈,"4,500"
bebeco_swg,배배꼬_수원금곡점,"1,512,015",베이커리,리얼 커스터드 쿠키슈,"4,900"
bebeco_swg,배배꼬_수원금곡점,"1,512,016",베이커리,리얼 치즈 커스터드 쿠키슈,"4,900"
bebeco_swg,배배꼬_수원금곡점,"1,512,017",베이커리,리얼 스트로베리 쿠키슈,"4,900"
bebeco_swg,배배꼬_수원금곡점,"1,512,018",베이커리,리얼 말차 커스터드 쿠키슈,"5,300"
bebeco_swg,배배꼬_수원금곡점,"1,512,019",베이커리,리얼 초코 커스터드 쿠키슈,"5,300"
bebeco_swg,배배꼬_수원금곡점,"1,512,020",음료,제주바다 한라봉 에이드,"4,800"
bebeco_swg,배배꼬_수원금곡점,"1,512,021",음료,자두 에이드,"4,800"
bebeco_swg,배배꼬_수원금곡점,"1,512,022",음료,오렌지 패션 푸르츠 에이드,"5,200"
bebeco_swg,배배꼬_수원금곡점,"1,512,023",음료,레드 향라봉 아이스티,"5,200"
bebeco_swg,배배꼬_수원금곡점,"1,512,024",시그니처 메뉴,生커스터드 크림라떼,"5,500"
bebeco_ar,배배꼬_세종아름점,"1,521,032",음료,레몬유자자몽 에이드,"4,800"
bebeco_ar,배배꼬_세종아름점,"1,525,028",크림도넛,오레오 크림도넛 ,"3,900"
gayou_sl,가유카페_신림점,"1,567,191",와플&크로플,홍콩에그와플,"4,900"
gayou_sl,가유카페_신림점,"1,567,192",와플&크로플,가유크로플(small),"3,900"
gayou_sl,가유카페_신림점,"1,567,193",와플&크로플,가유크로플 (Large),"5,900"
gayou_sl,가유카페_신림점,"1,567,194",와플&크로플,수제고구마빵 ,"3,800"
gayou_sl,가유카페_신림점,"1,567,195",와플&크로플,수제감자빵,"3,800"
gayou_sl,가유카페_신림점,"1,567,196",와플&크로플,대만샌드위치(햄치즈),"3,500"
gayou_sl,가유카페_신림점,"1,567,197",케이크,떠먹는 우유케이크,"7,500"
gayou_sl,가유카페_신림점,"1,567,198",케이크,떠먹는 티라미수,"7,500"
gayou_sl,가유카페_신림점,"1,567,199",케이크,떠먹는 오레오케이크,"7,500"
gayou_sl,가유카페_신림점,"1,567,200",케이크,고구마케이크,"6,500"
gayou_sl,가유카페_신림점,"1,567,201",케이크,까망베르치즈케이크 ,"6,800"
gayou_sl,가유카페_신림점,"1,567,202",케이크,밀크크레이프케이크,"7,800"
gayou_sl,가유카페_신림점,"1,567,203",케이크,악마누텔라 크레이프케이크 ,"7,800"
gayou_sl,가유카페_신림점,"1,567,204",베이글&마카롱,산딸기 마카롱,"3,300"
gayou_sl,가유카페_신림점,"1,567,205",베이글&마카롱,바닐라 마카롱,"3,300"
gayou_sl,가유카페_신림점,"1,567,206",베이글&마카롱,카라멜 마카롱,"3,300"
gayou_sl,가유카페_신림점,"1,567,207",베이글&마카롱,플레인,"4,900"
gayou_sl,가유카페_신림점,"1,567,208",베이글&마카롱,블루베리,"4,900"
gayou_sl,가유카페_신림점,"1,567,209",베이글&마카롱,치즈 ,"5,200"
gayou_sl,가유카페_신림점,"1,567,210",보틀&파우치,1리터보틀,"7,000"
gayou_sl,가유카페_신림점,"1,567,211",커피,아메리카노,"3,800"
gayou_sl,가유카페_신림점,"1,567,212",커피,헤이즐넛 아메리카노,"4,100"
gayou_sl,가유카페_신림점,"1,567,213",커피,카페라떼,"4,300"
gayou_sl,가유카페_신림점,"1,567,214",커피,카페모카,"4,800"
gayou_sl,가유카페_신림점,"1,567,215",커피,카라멜마끼아또,"4,800"
gayou_sl,가유카페_신림점,"1,567,216",커피,바닐라라떼,"4,800"
gayou_sl,가유카페_신림점,"1,567,217",커피,헤이즐넛라떼,"4,800"
gayou_sl,가유카페_신림점,"1,567,218",커피,돌체라떼,"4,800"
gayou_sl,가유카페_신림점,"1,567,219",커피,흑임자라떼(only ice),"6,100"
gayou_sl,가유카페_신림점,"1,567,220",커피,달고나라떼(only ice),"6,100"
gayou_sl,가유카페_신림점,"1,567,221",커피,흑당라떼(only ice),"5,300"
gayou_sl,가유카페_신림점,"1,567,222",커피,로투스라떼(only ice),"6,100"
gayou_sl,가유카페_신림점,"1,567,223",커피,코코넛라떼 ,"5,800"
gayou_sl,가유카페_신림점,"1,567,224",라떼(non-coffee),초코라떼,"5,000"
gayou_sl,가유카페_신림점,"1,567,225",라떼(non-coffee),초코바나나라떼,"4,800"
gayou_sl,가유카페_신림점,"1,567,226",라떼(non-coffee),민트초코라떼,"5,300"
gayou_sl,가유카페_신림점,"1,567,227",라떼(non-coffee),고구마라떼,"5,000"
gayou_sl,가유카페_신림점,"1,567,228",티&에이드&주스,미숫가루(only ice),"5,500"
gayou_sl,가유카페_신림점,"1,567,229",라떼(non-coffee),녹차라떼,"5,000"
gayou_sl,가유카페_신림점,"1,567,230",라떼(non-coffee),바밤바라떼,"5,000"
gayou_sl,가유카페_신림점,"1,567,231",라떼(non-coffee),"흑당버블티라떼(only ice)
(벤티)","6,900"
gayou_sl,가유카페_신림점,"1,567,232",라떼(non-coffee),"타로버블티라떼(only ice)
(벤티)","6,900"
gayou_sl,가유카페_신림점,"1,567,233",라떼(non-coffee),"밀크티버블티라떼(only ice)
(벤티)","6,900"
gayou_sl,가유카페_신림점,"1,567,234",라떼(non-coffee),달고나밀크티(only ice),"5,800"
gayou_sl,가유카페_신림점,"1,567,235",라떼(non-coffee),딸기라떼(only ice),"5,800"
gayou_sl,가유카페_신림점,"1,567,236",라떼(non-coffee),딸기바나나라떼(only ice),"6,100"
gayou_sl,가유카페_신림점,"1,567,237",라떼(non-coffee),핫바닐라(only HOT),"5,000"
gayou_sl,가유카페_신림점,"1,567,238",보틀&파우치,쑥(파우치),"6,100"
gayou_sl,가유카페_신림점,"1,567,239",보틀&파우치,밀크티(파우치),"6,100"
gayou_sl,가유카페_신림점,"1,567,240",보틀&파우치,흑임자(파우치),"6,100"
gayou_sl,가유카페_신림점,"1,567,241",보틀&파우치,민트 우유(파우치),"6,100"
gayou_sl,가유카페_신림점,"1,567,242",티&에이드&주스,애플시나몬티,"5,000"
gayou_sl,가유카페_신림점,"1,567,243",티&에이드&주스,허니자몽블랙티,"5,000"
