affiliate_id,매장명,메뉴코드,카테고리명,메뉴명,가격
bebeco_ar,배배꼬_세종아름점,"1,449,746",COFFEE,연유라떼,"4,500"
bebeco_ar,배배꼬_세종아름점,"1,449,747",COFFEE,오트밀 카페라떼,"5,500"
bebeco_ar,배배꼬_세종아름점,"1,449,748",COFFEE,오트밀 바닐라라떼,"5,800"
bebeco_ar,배배꼬_세종아름점,"1,449,749",COFFEE,오트밀 연유라떼,"5,800"
bebeco_ar,배배꼬_세종아름점,"1,449,750",NON COFFEE,초당옥쑤라떼,"4,500"
bebeco_ar,배배꼬_세종아름점,"1,449,751",NON COFFEE,로얄 프리미엄 밀크티,"4,800"
bebeco_ar,배배꼬_세종아름점,"1,449,752",NON COFFEE,딥더블초콜릿라떼,"4,500"
bebeco_ar,배배꼬_세종아름점,"1,449,753",NON COFFEE,제주말차라떼,"4,500"
bebeco_ar,배배꼬_세종아름점,"1,449,754",NON COFFEE,수제프리미엄 딸기우유,"5,800"
bebeco_ar,배배꼬_세종아름점,"1,449,755",음료,오로라 에이드,"4,800"
bebeco_ar,배배꼬_세종아름점,"1,449,756",음료,핑크 선셋 베리티,"5,200"
bebeco_ar,배배꼬_세종아름점,"1,449,757",음료,옐로우 캐모마일티,"4,800"
bebeco_ar,배배꼬_세종아름점,"1,449,758",음료,리얼 복숭아 아이스티,"3,800"
bebeco_ar,배배꼬_세종아름점,"1,449,759",음료,리얼 망고 아이스티,"3,800"
bebeco_ar,배배꼬_세종아름점,"1,449,760",음료,리얼 청포도 아이스티,"3,800"
bebeco_ar,배배꼬_세종아름점,"1,449,761",음료,오렌지자몽 에이드,"5,200"
